stop_id,stop_name,stop_lat,stop_lon,stop_count_3km,stop_count_800m,density_norm,walkzone_norm,avg_Morning_freq,Morning_freq_norm,Morning_LMCI,avg_Midday_freq,Midday_freq_norm,Midday_LMCI,avg_Evening_freq,Evening_freq_norm,Evening_LMCI,LMCI_mean,LMCI,LMCI_old,temporal_gap,Morning_category,Midday_category,Evening_category,category,service_class,stop_count,demand_count,demand_norm,LMCI_new,LMCI_new2,desert_windows,n_desert_windows,desert_severity,is_persistent_desert,temporal_gap_flag,priority_score
TAR,Tarnaka,17.4274418,78.5300079,742.3,7,0.42328267477203646,0.35714285714285715,8.539272030651341,0.20498491196203092,3.293495878851163,14.324735449735451,0.2241310973935668,3.3700806205773066,18.373511904761905,0.1707776545361714,3.156666849147725,3.2734144495253985,3.293495878851163,3.2734144495253985,-0.0765847417261436,Transit Desert,Transit Desert,Transit Desert,Transit Desert,Transit Desert,742.3,3,0.06382978723404255,2.830395520134585,2.830395520134585,"['Morning', 'Midday', 'Evening']",3,Persistent,True,False,5.373566334810325
MET,Mettuguda,17.4355207,78.5195754,973.4,7,0.5637689969604863,0.35714285714285715,10.556275993057604,0.28210061145929666,4.304390287782475,13.444444444444445,0.1948969536868147,3.9555756566925475,20.360844017094017,0.21780267890234614,4.047198557554673,4.102388167343232,4.304390287782475,4.102388167343232,0.3488146310899274,Moderate,Transit Desert,Moderate,Moderate,Moderate,973.4,5,0.10638297872340426,3.6558323832686317,3.6558323832686317,['Midday'],1,Partial,False,False,4.201948143833645
SEC_E,Secunderabad East,17.4357184,78.5054623,866.0,13,0.49848024316109424,0.7857142857142857,19.70175438596491,0.6317578142467468,5.805146758506745,22.24561403508772,0.4871805906362863,5.226837864064901,38.1578947368421,0.6389234058049575,5.833809124739586,5.621931249103743,5.805146758506745,5.621931249103743,0.578308894441844,Moderate,Moderate,Moderate,Moderate,Moderate,866.0,14,0.2978723404255319,5.58121314013717,5.58121314013717,[],0,None,False,False,2.0543235831300164
PRG,Parade Ground,17.4431943,78.4974687,717.0,16,0.40790273556231005,1.0,16.888250319284804,0.5241896893524352,5.136272435221291,21.51851851851852,0.4630340133201949,4.89164973109233,32.77141203703704,0.511466359932002,5.085379117539558,5.037767094617727,5.136272435221291,5.037767094617727,0.24462270412896103,Moderate,Moderate,Moderate,Moderate,Moderate,717.0,20,0.425531914893617,5.400621359542034,5.400621359542034,[],0,None,False,False,2.879943666374596
PAR,Paradise,17.4434668,78.4862436,857.3,12,0.4931914893617021,0.7142857142857143,14.781893004115227,0.4436577614147708,4.954874206753309,18.74417009602195,0.3708989125542229,4.663838811311117,30.54050925925926,0.4586778718717661,5.0149546485812895,4.877889222215239,4.954874206753309,4.877889222215239,0.2910353954421918,Moderate,Moderate,Moderate,Moderate,Moderate,857.3,20,0.425531914893617,4.9886988214866514,4.9886988214866514,[],0,None,False,False,3.1059047790314454
ROP,Rasoolpura,17.443612,78.4764053,466.3,6,0.25550151975683894,0.2857142857142857,15.163817663817664,0.4582598087270985,3.3962611194068746,17.64814814814815,0.3345004228078636,2.9012235757299347,34.06490384615385,0.542073465540428,3.7315157466601923,3.3430001472656676,3.3962611194068746,3.3430001472656676,0.49503754367693986,Transit Desert,Transit Desert,Transit Desert,Transit Desert,Transit Desert,466.3,9,0.19148936170212766,3.2139701208184013,3.2139701208184013,"['Morning', 'Midday', 'Evening']",3,Persistent,True,False,5.275218380524251
PRN,Prakash Nagar,17.4448889,78.4658749,399.0,5,0.21458966565349544,0.21428571428571427,22.0,0.7196261682242991,4.165738715450388,23.7,0.5354802188816906,3.429154918079954,42.825,0.7493582633497069,4.284667095952019,3.9598535764941203,4.165738715450388,3.9598535764941203,0.7365837973704341,Moderate,Transit Desert,Moderate,Moderate,Transit Desert,399.0,6,0.1276595744680851,3.7826733517029796,3.7826733517029796,['Midday'],1,Partial,False,False,4.4033973766535155
BEG,Begumpet,17.4375661,78.4569341,240.6,8,0.11829787234042553,0.42857142857142855,14.025252525252524,0.41472928091449757,2.6789779139315466,17.872053872053872,0.3419362503581637,2.387805791706211,29.6344696969697,0.43723881182287144,2.7690160375650423,2.6119332477342665,2.6789779139315466,2.6119332477342665,0.2911721222253356,Transit Desert,Transit Desert,Transit Desert,Transit Desert,Transit Desert,240.6,10,0.2127659574468085,2.8276011154195864,2.8276011154195864,"['Morning', 'Midday', 'Evening']",3,Persistent,True,False,6.308461365074617
MUN,Madhura Nagar,17.4369652,78.4390993,47.0,3,0.0006079027355623101,0.07142857142857142,4.285714285714286,0.04235950964922928,0.2439061237033001,11.047619047619047,0.1152992551193696,0.5356651055838615,15.25,0.09686790260391909,0.46193969552205943,0.41383697493640703,0.2439061237033001,0.41383697493640703,-0.2917589818805614,Transit Desert,Transit Desert,Transit Desert,Transit Desert,Transit Desert,47.0,16,0.3404255319148936,0.7681670983619681,0.7681670983619681,"['Morning', 'Midday', 'Evening']",3,Persistent,True,False,9.415109408763184
YUG,Yusufguda,17.4351132,78.4273216,66.0,6,0.0121580547112462,0.2857142857142857,8.0,0.1843670348343246,1.083972698607815,14.242424242424242,0.22139757217435058,1.232094847967919,19.977272727272727,0.20872646605494014,1.1814104234902771,1.1658259900220038,1.083972698607815,1.1658259900220038,-0.14812214936010393,Transit Desert,Transit Desert,Transit Desert,Transit Desert,Transit Desert,66.0,11,0.23404255319148937,1.4674730717681603,1.4674730717681603,"['Morning', 'Midday', 'Evening']",3,Persistent,True,False,8.35229645034014
